NS ColMember_1.
    ElemID              NF [N]              My [Nmm]            Mz [Nmm]            Vy [N]              Vz [N]              T [N/mm]
        159.     -0.26468450E+04     -0.12200669E+04     -0.76397174E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        160.     -0.26468450E+04     -0.12354485E+04     -0.77856665E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        161.     -0.26468450E+04     -0.12508301E+04     -0.79316156E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        162.     -0.26468450E+04     -0.12662115E+04     -0.80775653E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        163.     -0.26468450E+04     -0.12815931E+04     -0.82235144E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        164.     -0.26468450E+04     -0.12969747E+04     -0.83694635E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        165.     -0.26468450E+04     -0.13123563E+04     -0.85154132E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        166.     -0.26468450E+04     -0.13277379E+04     -0.86613623E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        167.     -0.26468450E+04     -0.13431195E+04     -0.88073114E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        168.     -0.26468450E+04     -0.13585011E+04     -0.89532611E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        169.     -0.26468450E+04     -0.13738827E+04     -0.90992102E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        170.     -0.26468450E+04     -0.13892643E+04     -0.92451599E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        171.     -0.26468450E+04     -0.14046459E+04     -0.93911090E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        172.     -0.26468450E+04     -0.14200275E+04     -0.95370581E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        173.     -0.26468450E+04     -0.14354091E+04     -0.96830078E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        174.     -0.26468450E+04     -0.14507906E+04     -0.98289569E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        175.     -0.26468450E+04     -0.14661721E+04     -0.99749060E+03     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        176.     -0.26468450E+04     -0.14815537E+04     -0.10120856E+04     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        177.     -0.26468450E+04     -0.14969353E+04     -0.10266805E+04     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        178.     -0.26468450E+04     -0.15123169E+04     -0.10412754E+04     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        179.     -0.26468450E+04     -0.15276985E+04     -0.10558704E+04     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
        180.     -0.26468450E+04     -0.15430801E+04     -0.10704653E+04     -0.41393322E+02     -0.15381582E+01      0.14594932E+01
